"[run number]","gain-of-receiving","initial-ptr","immigrants-per-day","immigrant-chance-cooperate-with-same","mutation-rate","cost-of-giving","immigrant-chance-cooperate-with-different","death-rate","max-pxcor","max-pycor","[step]","coopown-percent","defother-percent","consist-ethno-percent","meetown-percent","coop-percent","last100coopown-percent","last100defother-percent","last100consist-ethno-percent","last100meetown-percent","last100coop-percent","cc-percent","cd-percent","dc-percent","dd-percent"
"70","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9418202764976958","0.8217299578059072","0.9160633484162896","0.7855203619909502","0.778054298642534","0.9174128580712319","0.8321676821419377","0.8993922764688542","0.7886029161658995","0.758953717771378","0.1321459050916972","0.7735167891547401","0.010413021188287807","0.08392428456527479"
"72","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9341880341880342","0.8259345794392523","0.912963811268896","0.803939532753092","0.7851580393953276","0.9163954797222749","0.817896719858156","0.8966060789569771","0.7990898485158832","0.7688687226709651","0.11457737305365163","0.7913222385897419","0.029784151641689287","0.06431623671491703"
"73","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9067796610169492","0.7755813953488372","0.8811363636363636","0.8045454545454546","0.7734090909090909","0.8948217327062115","0.7986846478940121","0.8763694197852677","0.8080624874678722","0.7617118430886455","0.18025777552921726","0.7046131824604052","0.023815546739552936","0.09131349527082472"
"71","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.8822314049586777","0.7487745098039216","0.8563273073263559","0.8058991436726927","0.7597526165556613","0.9161975807141512","0.8014140614080044","0.8936234061951647","0.8033326155580093","0.775066776012865","0.15938282625406036","0.7463053881822014","0.010792481836891566","0.08351930372684667"
"74","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9295282469423413","0.7651072124756335","0.8917040358744395","0.7699551569506726","0.7697309417040359","0.9432680461040681","0.771366201682462","0.906686638054104","0.7871959537546057","0.7911909865895608","0.18580032628828674","0.7496841382186622","0.01413711467929296","0.05037842081375808"
"76","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.8878858474082703","0.8671679197994987","0.8839792060491494","0.8114366729678639","0.7455103969754253","0.8718110522793712","0.8390122757804257","0.8657192977424705","0.8142688481963185","0.739789016829899","0.11409838978909222","0.7500967903679303","0.018336221177097812","0.11746859866587966"
"75","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9268096514745309","0.7819956616052061","0.8981083404987102","0.8018056749785039","0.7863284608770421","0.9169643857094859","0.7491611780787871","0.8861092703882275","0.8161232091035806","0.7944793547060303","0.21120876400321845","0.6949495574673517","0.02789503001794888","0.0659466485114811"
"77","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9406380753138075","0.7713472485768501","0.9040590405904059","0.7839278392783928","0.7867978679786798","0.915674509912351","0.8057235161860689","0.893450579317526","0.7978742179434007","0.7698613697131209","0.15763312326026965","0.74812320001928","0.009977466350151227","0.08426621037029895"
"78","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9202678027997565","0.8295454545454546","0.8982035928143712","0.7567941040994933","0.7379087977890373","0.9134931228599616","0.8323420671917698","0.8953070542782265","0.7758985581642486","0.746350381397527","0.1299897833707535","0.7759560501410139","0.02104503269933133","0.0730091337889012"
"79","0.03","0.12","1","0.7","0.005","0.01","0.5","0.1","50","50","2000","0.9221462388216728","0.7080979284369114","0.8754111842105263","0.7816611842105263","0.7845394736842105","0.9319344904498262","0.7575826540323581","0.894477286869944","0.7851631256111654","0.7838007822917593","0.18795220147128333","0.7312665882951778","0.020875498406311734","0.059905711827227225"
